Id,SalePrice
1998,267559.9063
1999,198519.2188
2000,249037.6719
2001,208097.5313
2002,197902.6875
2003,220005.3906
2004,217999.3594
2005,190917.3438
2006,188859.8281
2007,215057.2344
2008,162552.5313
2009,157848.3906
2010,159851.75
2011,124436.9219
2012,152634.2031
2013,151834.3438
2014,156112.9531
2015,165350.0938
2016,159765.7969
2017,161791.2656
2018,101622.3203
2019,104473.6875
2020,93146.8125
2021,92291.01563
2022,160823.3906
2023,134004.9688
2024,190848.9219
2025,290060.625
2026,149627.25
2027,127108.3281
2028,133419.4063
2029,143652.5156
2030,228752.9375
2031,207120.5469
2032,216338.5938
2033,223682.375
2034,133338.375
2035,170075.6875
2036,159150.7656
2037,157251.6406
2038,226221.2031
2039,179735.5625
2040,272416.5938
2041,227855.1094
2042,168887.8594
2043,142810.0781
2044,160554.5469
2045,178986.8594
2046,134145.9688
2047,124795.9297
2048,105688.9297
2049,143404.6094
2050,149592.5
2051,82606.3125
2052,113319.7578
2053,117658.6875
2054,67290.01563
2055,141801.4219
2056,108666.3203
2057,99248.69531
2058,188589.1719
2059,113564.4453
2060,138528.7344
2061,157331.1406
2062,113003.1719
2063,87330.26563
2064,118017.8125
2065,101164.1406
2066,164101.375
2067,117648.6875
2068,139210.4688
2069,75530.21094
2070,92491.44531
2071,74637.35156
2072,122785.0938
2073,113812.4844
2074,154594.3438
2075,118708.6953
2076,101779.1875
2077,122409.1719
2078,104558.9375
2079,116988.6328
2080,92595.33594
2081,107329.5859
2082,136005.6406
2083,123901.4531
2084,88271.36719
2085,110918.8281
2086,114070.5781
2087,105204.4844
2088,92333.07031
2089,72557.28125
2090,112740.5938
2091,103616.1875
2092,121698.6719
2093,111342.6797
2094,106176.4844
2095,140288.6875
2096,73863.42969
2097,78730.83594
2098,135574.3438
2099,50291.1875
2100,94372.48438
2101,117865.1484
2102,119249.2266
2103,80945.88281
2104,137797.5781
2105,100935.1172
2106,74365.82031
2107,192737.5
2108,97945.14844
2109,98561.97656
2110,108199.2266
2111,132963.6875
2112,128756.2344
2113,97979.92969
2114,94044.73438
2115,126741.9453
2116,100342.5781
2117,135447.5781
2118,104350.9297
2119,88503.30469
2120,93888.60938
2121,73227.08594
2122,80225.42188
2123,76430.44531
2124,157878.9219
2125,132553.9219
2126,141047.5156
2127,151966.3906
2128,109712.1641
2129,85303.60156
2130,123507.3828
2131,156912.5781
2132,104767.5313
2133,104690.9063
2134,112456.5781
2135,83205.26563
2136,72469.97656
2137,104141.1172
2138,109819.3281
2139,131719.6406
2140,106160.8359
2141,118057.7891
2142,111011
2143,117017.2344
2144,109315.7344
2145,105414.9453
2146,131767.8906
2147,141319.4063
2148,105333.1875
2149,114517.6797
2150,187641.9375
2151,96121.75
2152,150539.5938
2153,137564.3906
2154,89475.51563
2155,110660.6094
2156,200979.3281
2157,194012.4688
2158,186481.125
2159,174361.75
2160,147593.3125
2161,210565.3906
2162,275559.7188
2163,258180.0469
2164,213337.0469
2165,159276.9219
2166,113171.4375
2167,181210.5
2168,166871.2344
2169,160879.3281
2170,169639.0469
2171,117190.8828
2172,121799.7969
2173,134092.3125
2174,192501.7344
2175,250943.9688
2176,258144.9063
2177,204258.3125
2178,191195.8438
2179,114499.4531
2180,196814.8125
2181,165574.5469
2182,184843.5313
2183,169573.4844
2184,115200.2813
2185,100443.2266
2186,134689.7188
2187,129210.3594
2188,131807.0625
2189,165632.3594
2190,83488.85938
2191,85768.125
2192,79187.78906
2193,76637.53906
2194,84131.94531
2195,85309.75
2196,92941.98438
2197,93624.22656
2198,134536.4063
2199,151523.9219
2200,109633.4766
2201,112676.625
2202,163412.3438
2203,132084.7031
2204,149251.75
2205,92559.29688
2206,111965.6953
2207,173465.375
2208,183757.1875
2209,176943.8438
2210,102748.1641
2211,95577.89063
2212,93926.29688
2213,90488.74219
2214,116796.1406
2215,81151.10938
2216,144033.4063
2217,74482.32031
2218,77758.49219
2219,70076.14844
2220,73370.36719
2221,215005.4688
2222,187631.125
2223,219643.6094
2224,187004.8906
2225,120873.3828
2226,174124.3438
2227,168348.0781
2228,219694.375
2229,194978.0156
2230,132522.2969
2231,170806.1875
2232,167857.4063
2233,155078.5625
2234,209114.3594
2235,175581.5469
2236,229405.3438
2237,282899.9688
2238,183335.2969
2239,106042.0313
2240,144123.8125
2241,132414.6563
2242,110177.6328
2243,110199.5703
2244,72973.76563
2245,74126.09375
2246,118529.7969
2247,88523.72656
2248,97552.51563
2249,103432.75
2250,108393.2813
2251,113373.6875
2252,164012.0469
2253,137042.5
2254,152207.5313
2255,163479.1406
2256,152597.7813
2257,175631.5
2258,147692.5313
2259,150688.5156
2260,138076.1406
2261,162773.0469
2262,184949.9844
2263,260957.7344
2264,289409.9375
2265,140669.5781
2266,223125.9688
2267,259156.875
2268,269671.6563
2269,140053.5313
2270,155132.0625
2271,192953.7813
2272,170112.5781
2273,140734.0781
2274,153738.2344
2275,153162.5
2276,154281.7656
2277,171662.9688
2278,126403.0313
2279,99032.21875
2280,90841.375
2281,150983.6875
2282,165452.7188
2283,85024.16406
2284,99142.82813
2285,123860.9531
2286,102427.75
2287,261192.9219
2288,225778.9063
2289,291019.0313
2290,321922.25
2291,256805.9531
2292,309444.4375
2293,321871.625
2294,294241.1563
2295,314823.3438
2296,211618.2344
2297,230673.8906
2298,246997.2031
2299,316149.6875
2300,255164.6875
2301,217224.9531
2302,195511.7031
2303,207588.125
2304,205114.8281
2305,149882.3281
2306,155573.7344
2307,155165.5313
2308,192639.4375
2309,226938.7344
2310,184661.5
2311,166051
2312,152468.2031
2313,148185.6875
2314,150896.5156
2315,149976.4531
2316,164880.6406
2317,152165.6563
2318,148902.7188
2319,146637.6094
2320,153000.0156
2321,196146.4375
2322,150065.1563
2323,141090.4219
2324,145150.7344
2325,181693.0625
2326,142642.625
2327,173005.5938
2328,178995.5781
2329,160362.4531
2330,154265.8281
2331,274730.125
2332,302384.5625
2333,260267.4844
2334,211786.2969
2335,213468.8281
2336,265232.2188
2337,166709.0313
2338,235710.8594
2339,198372.8281
2340,291291.0938
2341,179528.1563
2342,198990.75
2343,191880.6406
2344,186915.7031
2345,203678.2813
2346,185131.6719
2347,165531.8281
2348,188435.1094
2349,138799.0781
2350,211079.7969
2351,203505.6406
2352,212865.1406
2353,212340.7188
2354,112647.625
2355,125622.8672
2356,128099.0313
2357,173677.5156
2358,163560.8281
2359,104237.4531
2360,94883.89063
2361,112467.6875
2362,208089.0625
2363,108587.9688
2364,139456.9375
2365,192498.7344
2366,156721.8594
2367,179510.0156
2368,164766.1406
2369,186889.6563
2370,144248.2969
2371,142063.3125
2372,163685.0781
2373,220711.1875
2374,231248.8281
2375,202345.9531
2376,211620.5938
2377,254463.9375
2378,122057.125
2379,180294.6406
2380,116613.3594
2381,132167.4219
2382,170288.0156
2383,178974.5313
2384,190907.0781
2385,142633.9219
2386,113822.4297
2387,110223.4844
2388,103897.7891
2389,109137.3984
2390,121647.2422
2391,113287.25
2392,92916.25
2393,147870.2031
2394,122184.1563
2395,173795.5313
2396,127606.9922
2397,177438.875
2398,97936.65625
2399,58354.95703
2400,48032.13281
2401,93610.4375
2402,112909.1563
2403,134530.0313
2404,128626.7656
2405,139038.5
2406,102933.6875
2407,102382.9453
2408,112625.2813
2409,114591.0078
2410,158616.3438
2411,95228.61719
2412,129060.8828
2413,117635.9375
2414,113550.4141
2415,131238.3438
2416,107243.8047
2417,104689.2422
2418,99143.38281
2419,115708.4531
2420,99243.125
2421,132299.2656
2422,93839.4375
2423,109481.7969
2424,139966.0625
2425,165961.7656
2426,121309.3359
2427,110364.25
2428,145933.75
2429,93487.75781
2430,109737.9219
2431,97154.04688
2432,108031.2266
2433,121799.7734
2434,122186.4766
2435,129777.5
2436,86693.53906
2437,88956.10156
2438,99902.82031
2439,94785.52344
2440,107897.4297
2441,90884.17969
2442,86797.03906
2443,99699.46875
2444,108353.4766
2445,81555.8125
2446,122899.3125
2447,171943.8906
2448,129921.7266
2449,91106.79688
2450,143222.8281
2451,108761.2734
2452,176596
2453,79266.32813
2454,100597.9766
2455,96855.1875
2456,108347.7813
2457,105369.7578
2458,98107.92188
2459,82377.82813
2460,120906.2031
2461,94178.21875
2462,108764.0391
2463,94089.45313
2464,167884.125
2465,113919.3828
2466,98928.11719
2467,128140.0781
2468,86661.92969
2469,78683.70313
2470,175819.5938
2471,158369.3438
2472,164970.6875
2473,101930.1406
2474,97789.76563
2475,177594.7656
2476,93555.5
2477,103410.875
2478,146294.8125
2479,99514.30469
2480,126063.3438
2481,99632.90625
2482,103070.4531
2483,93928.39063
2484,96828.83594
2485,98510.0625
2486,128869.5156
2487,165451.5469
2488,121444.9141
2489,133479.2969
2490,124478.0938
2491,81171.09375
2492,163270.1719
2493,124202.7813
2494,153543.8438
2495,85247.13281
2496,196450.4219
2497,122496.0469
2498,96474.89063
2499,83394.85938
2500,107090.5938
2501,119240.0938
2502,132253.625
2503,100374.0234
2504,165586.375
2505,181158.5625
2506,219321.9063
2507,245105.1406
2508,219170.8906
2509,184106.5469
2510,203776.7188
2511,156474.0938
2512,167799.4063
2513,173123.6563
2514,175517.4063
2515,116992.5625
2516,137442.8594
2517,106807.4219
2518,119750
2519,177333.2031
2520,172367.8594
2521,162341.4219
2522,176873.1563
2523,104928.2734
2524,122542.1094
2525,125923.8672
2526,109474.5313
2527,92325.79688
2528,104835.1328
2529,105412.7734
2530,97176.53125
2531,201434.2969
2532,180057.3438
2533,164906.5938
2534,203925.6094
2535,247043.8125
2536,191268.0938
2537,202468.7969
2538,154706.2188
2539,154300.7188
2540,151870.1875
2541,152378.5781
2542,136836.4375
2543,104512.9063
2544,108379.1875
2545,115303.1719
2546,121179.7031
2547,121459.2422
2548,134711.7344
2549,132053.7344
2550,167853.1406
2551,113987.7656
2552,95944.96875
2553,79884.51563
2554,106068.1094
2555,90987.9375
2556,80334.45313
2557,97121.3125
2558,141889.8438
2559,114005.0469
2560,109624.8906
2561,99959.77344
2562,111535.1719
2563,119089.9297
2564,149983.875
2565,106327.5391
2566,127458.0234
2567,100131.2266
2568,157407.2188
2569,168472.9844
2570,102667.8984
2571,156046.25
2572,141617.9219
2573,187679.375
2574,214247.4844
2575,111554.7969
2576,115189.4766
2577,131201.875
2578,76006.13281
2579,58087.94141
2580,127837.9766
2581,120909.9141
2582,93491.96875
2583,217392.3594
2584,146373.4688
2585,162115.3594
2586,172070.6406
2587,179429.1563
2588,114278.75
2589,122247.7422
2590,184734.375
2591,175420.8125
2592,180920.3281
2593,199356.9219
2594,151039.7188
2595,177171.4063
2596,276107.8438
2597,167937.25
2598,203761.7344
2599,236443.1719
2600,139203.7969
2601,117293.0781
2602,71293.35938
2603,69737.79688
2604,69569.75
2605,70542.47656
2606,119442.4063
2607,162111.6563
2608,165879.2969
2609,135474
2610,87975.22656
2611,123011.1328
2612,128915.7188
2613,99315.25781
2614,99113.11719
2615,128843.3984
2616,107235.6328
2617,181591.125
2618,152958.7969
2619,178325.4375
2620,152881.3594
2621,159489.9063
2622,159936.4531
2623,208050.0938
2624,222158.4063
2625,237191.4844
2626,146116.1094
2627,161125.25
2628,322988
2629,374656.9375
2630,274327.2188
2631,339616.3438
2632,307159.4375
2633,240787.4375
2634,294310.625
2635,126795.1094
2636,164601.0938
2637,142765.5156
2638,189697.9375
2639,159879.0469
2640,130451.1016
2641,94089.60156
2642,168042.75
2643,94503.97656
2644,113554.25
2645,86738.14844
2646,79612.80469
2647,83563.20313
2648,126216.6328
2649,111504.4688
2650,120838.1719
2651,132819.5938
2652,338428.3438
2653,212177.9844
2654,195463.375
2655,280760.8125
2656,263505.3125
2657,247149.6875
2658,215478.4219
2659,244531.8438
2660,263887.75
2661,256902.4375
2662,269275.0313
2663,236904.1719
2664,224523.6406
2665,243604.2813
2666,228076.1719
2667,144334.8281
2668,150241.8906
2669,148065.0625
2670,235472.0313
2671,150502.4063
2672,153359.875
2673,171032.3906
2674,168848.0313
2675,138164.6563
2676,158743.5156
2677,170070.1875
2678,199088.5625
2679,230905.7031
2680,234198.8438
2681,305851.75
2682,271972.9063
2683,392763.9375
2684,255003.875
2685,278581.8125
2686,212212.5469
2687,230550.5938
2688,193019.5313
2689,177546.5469
2690,353531.875
2691,158185.8906
2692,114117.4063
2693,167362.625
2694,116075.5703
2695,160365.1875
2696,155233.2813
2697,166187.6094
2698,157403.4688
2699,151444.4063
2700,145747.7969
2701,136462.6875
2702,100250.3438
2703,127083.2656
2704,127100.5859
2705,99805.78125
2706,96526.26563
2707,99954.47656
2708,105820.8594
2709,93537.66406
2710,101098.3516
2711,206603.6719
2712,292529.125
2713,140838.2656
2714,127630.5
2715,141449.4219
2716,124571.9688
2717,148233.1719
2718,198289.625
2719,136111.8125
2720,144747.4219
2721,116369.7266
2722,130725.5547
2723,124144.8516
2724,99739.07031
2725,113124.8438
2726,119083.8203
2727,147231.6719
2728,145135.2813
2729,128390.6719
2730,124462.0234
2731,96369.13281
2732,93633.46875
2733,144915.8594
2734,128083.3672
2735,116838.7734
2736,125157.9688
2737,96830.24219
2738,133714.9688
2739,144202.7969
2740,105007.7891
2741,123818.5156
2742,137584.0625
2743,119582.3203
2744,125705.6875
2745,115370.1719
2746,101318.2422
2747,129884.9922
2748,109188.6797
2749,101819.0703
2750,109210.5391
2751,97840.42188
2752,193160.9063
2753,124489.9766
2754,211411.1875
2755,111884.5234
2756,74721.78906
2757,74468.59375
2758,64882.39453
2759,143593.5938
2760,130656.7109
2761,122627.3594
2762,123760.9766
2763,174634.3906
2764,141341.6563
2765,210817.6406
2766,111227.3516
2767,78484.14844
2768,126431.2188
2769,110440.3516
2770,125655.0469
2771,96252.625
2772,102382.7188
2773,137310.3906
2774,126480.6328
2775,121310.8125
2776,119921.875
2777,125888.3359
2778,92631.75
2779,119110.1484
2780,95333.59375
2781,81616.21094
2782,79246.59375
2783,86195.89063
2784,99980.77344
2785,116807.9688
2786,54976.01953
2787,104009.9844
2788,74062.5
2789,162613.6719
2790,83244.66406
2791,97249.28125
2792,70896.36719
2793,142978.7188
2794,86039.46094
2795,96713.47656
2796,83953.30469
2797,188892.875
2798,103635.6484
2799,99133.65625
2800,70710.5625
2801,95797.14063
2802,115519.8047
2803,147740.9063
2804,126489.9688
2805,81329.23438
2806,72670.41406
2807,134141.4844
2808,127632.3984
2809,101825.0625
2810,113292.8984
2811,138231
2812,122346.1719
2813,147578.5156
2814,149663.0781
2815,87442.40625
2816,186948.0313
2817,113464.3828
2818,98004.4375
2819,129937.8672
2820,121344.8359
2821,97223.78125
2822,174547.75
2823,214884.7656
2824,159676.5781
2825,125066.4375
2826,108732.1172
2827,123609.6797
2828,181270.625
2829,158608.2969
2830,191284.6875
2831,160592.7813
2832,191153.3594
2833,224468.1094
2834,170742.7813
2835,185193.1719
2836,159655.6719
2837,150338.6875
2838,120241.9297
2839,155943.2031
2840,167608.3125
2841,165928.0156
2842,176517.3594
2843,118146.9141
2844,135734.6094
2845,97404.42188
2846,166181.125
2847,166381.5313
2848,189547.0781
2849,171968.6563
2850,234759.0313
2851,194950.4375
2852,193573.3594
2853,190716.5625
2854,115307.1797
2855,174120.2031
2856,166537.6563
2857,158616.8438
2858,170380.5313
2859,113159.1328
2860,111908.9297
2861,109708.7109
2862,160464.4844
2863,102500.6953
2864,198873.1406
2865,113974.4141
2866,140163.8594
2867,76319.35938
2868,106934.8438
2869,122469.6016
2870,140119.4688
2871,86309.66406
2872,49092.97656
2873,92839.41406
2874,130728.4219
2875,101151.3125
2876,131211.8438
2877,109757.8125
2878,131762.2344
2879,120040.3516
2880,91186.46094
2881,125751.9297
2882,127585.8281
2883,156381.0625
2884,155729.5938
2885,154703.7188
2886,172760.5469
2887,88660.91406
2888,108525.625
2889,61078.21094
2890,66685.63281
2891,124420.0859
2892,60020.93359
2893,91616.49219
2894,57006.97656
2895,222776.6563
2896,210655.8125
2897,172906.4531
2898,152838.5469
2899,193283.7813
2900,135592.6875
2901,168184.25
2902,160024.8594
2903,266716.9063
2904,274341.6875
2905,88540.8125
2906,184329.5
2907,98860.33594
2908,100253.2344
2909,140646.7969
2910,63639.76172
2911,71293.35938
2912,125563.4688
2913,72422.10938
2914,69112.21875
2915,68277.96094
2916,74456.44531
2917,149157.0625
2918,100284.5547
2919,192776.2969
